fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at;cycle_phase;cycle_factor
0,03;0,15;0,08;0;7731413;10073822;10104969;437598657;8635851;946514;2024-11-19 15:48:41.767;0.903;-0.571
0,03;0,17;0,16;0;7758491;10075147;10100934;437625799;8609891;946342;2024-11-19 15:50:16.376;0.904;-0.569
0,15;0,05;0,12;1;7727496;10074015;10099877;435756755;8625908;942707;2024-11-19 15:51:12.751;0.904;-0.568
0,00;0,19;0,16;0;7725052;10075325;10105477;442086295;8657336;947406;2024-11-19 15:54:17.740;0.904;-0.567
0,10;0,16;0,11;2;7720207;10074445;10102812;433835639;8621520;944631;2024-11-19 15:56:09.505;0.904;-0.566
0,11;0,07;0,16;0;7741891;10075532;10102630;445236181;8677860;953758;2024-11-19 15:58:37.331;0.904;-0.565
0,02;0,12;0,09;0;7755116;10074457;10107144;433019219;8406571;913680;2024-11-19 16:00:46.484;0.905;-0.564
0,00;0,11;0,14;0;7754453;10073668;10111524;430507554;8363597;915664;2024-11-19 16:01:16.937;0.905;-0.563
0,00;0,11;0,09;2;7744660;10073457;10101652;439413946;8393774;908339;2024-11-19 16:03:53.587;0.905;-0.562
0,00;0,09;0,14;0;7728757;10074178;10101791;428391409;8399272;909741;2024-11-19 16:05:15.603;0.905;-0.561
0,11;0,18;0,14;0;7739220;10074681;10096481;434325369;8389087;912016;2024-11-19 16:08:39.091;0.905;-0.560
0,12;0,09;0,14;0;7713995;10074679;10098155;433993245;8392263;916974;2024-11-19 16:09:08.205;0.906;-0.559
0,02;0,04;0,15;0;7731740;10074396;10101670;438331159;8479509;913130;2024-11-19 16:12:02.892;0.906;-0.558
0,07;0,11;0,14;0;7718520;10073046;10100731;435345095;8478054;913262;2024-11-19 16:14:45.230;0.906;-0.557
0,08;0,11;0,13;3;7726434;10076019;10102622;437144542;8460795;912333;2024-11-19 16:16:01.622;0.906;-0.556
0,00;0,05;0,15;0;7735633;10072774;10105014;429049450;8413907;920735;2024-11-19 16:17:42.968;0.906;-0.555
0,00;0,09;0,13;0;7732722;10074136;10100540;436029219;8468532;912418;2024-11-19 16:19:13.893;0.907;-0.554
0,11;0,15;0,13;0;7746556;10073111;10104244;436216799;8449561;912969;2024-11-19 16:20:30.633;0.907;-0.553
0,00;0,06;0,07;0;7711904;10073040;10100328;437861319;8461448;921960;2024-11-19 16:23:12.836;0.907;-0.552
0,00;0,01;0,13;0;7730181;10073819;10098831;437694883;8460851;914521;2024-11-19 16:25:47.066;0.907;-0.551
0,00;0,03;0,12;0;7734405;10073172;10095200;431462671;8463326;915145;2024-11-19 16:27:37.073;0.907;-0.550
0,15;0,01;0,15;0;7716416;10074221;10109133;436820477;8424562;922416;2024-11-19 16:30:19.524;0.908;-0.549
0,09;0,10;0,14;0;7748597;10073061;10099682;437042199;8452647;923007;2024-11-19 16:32:34.674;0.908;-0.548
0,11;0,06;0,13;1;7717645;10074963;10109862;440290329;8497376;917021;2024-11-19 16:34:41.920;0.908;-0.547
0,02;0,11;0,13;0;7727916;10074282;10104407;436358899;8459018;920357;2024-11-19 16:36:32.386;0.908;-0.546
0,15;0,09;0,10;0;7726991;10074641;10109846;441619024;8494357;918309;2024-11-19 16:37:09.050;0.908;-0.545
0,00;0,12;0,17;0;7713919;10075733;10105130;435383881;8499364;919381;2024-11-19 16:39:42.322;0.909;-0.544
0,04;0,06;0,15;2;7718741;10076372;10101403;437015292;8517588;928672;2024-11-19 16:42:50.723;0.909;-0.543
0,00;0,05;0,11;0;7724662;10075882;10101761;440394296;8530793;926809;2024-11-19 16:44:14.255;0.909;-0.541
0,00;0,11;0,12;0;7748966;10074927;10112604;438899514;8531121;925413;2024-11-19 16:44:52.014;0.909;-0.540
0,05;0,10;0,06;0;7729933;10074020;10102463;435903521;8514831;928870;2024-11-19 16:46:53.326;0.909;-0.539
0,02;0,06;0,14;1;7706852;10075335;10105173;442457533;8501296;923225;2024-11-19 16:50:47.378;0.910;-0.538
0,02;0,12;0,11;1;7719414;10074627;10100610;431496452;8480577;931122;2024-11-19 16:52:29.825;0.910;-0.537
0,04;0,12;0,21;0;7751354;10073712;10103148;438689711;8535483;928204;2024-11-19 16:54:17.728;0.910;-0.536
0,09;0,06;0,10;0;7734969;10074136;10101234;435348029;8562506;932800;2024-11-19 16:56:31.816;0.910;-0.535
0,07;0,05;0,13;2;7727682;10075007;10108239;438515377;8516401;925916;2024-11-19 16:56:37.814;0.910;-0.534
0,02;0,12;0,09;0;7758209;10074017;10108224;438641019;8533576;930020;2024-11-19 16:59:09.520;0.911;-0.533
0,00;0,05;0,09;0;7720953;10076512;10092878;434702732;8233651;883616;2024-11-19 17:01:58.922;0.911;-0.532
0,00;0,06;0,09;0;7750933;10074385;10101200;427843614;8207006;886918;2024-11-19 17:03:00.672;0.911;-0.531
0,04;0,04;0,08;0;7731861;10073395;10097592;426963964;8276703;889478;2024-11-19 17:06:02.020;0.911;-0.530
0,01;0,06;0,15;0;7732775;10074765;10097042;425479024;8288474;883523;2024-11-19 17:07:04.452;0.911;-0.529
0,02;0,12;0,12;0;7723280;10074689;10098089;426234932;8240092;892848;2024-11-19 17:09:02.864;0.912;-0.528
0,10;0,03;0,13;0;7732315;10074388;10102690;424672132;8296780;886793;2024-11-19 17:12:34.458;0.912;-0.527
0,00;0,01;0,13;0;7724907;10073809;10098398;427007023;8242058;889160;2024-11-19 17:14:57.536;0.912;-0.526
0,10;0,11;0,12;0;7714617;10073944;10096082;425180791;8318015;890316;2024-11-19 17:16:58.204;0.912;-0.525
0,06;0,09;0,12;0;7718032;10074048;10098058;427567963;8271810;889368;2024-11-19 17:17:06.106;0.912;-0.524
0,00;0,03;0,11;0;7735501;10073376;10099262;430346126;8307322;887164;2024-11-19 17:19:24.889;0.912;-0.522
0,08;0,09;0,12;0;7728098;10074941;10093504;438790670;8301790;895343;2024-11-19 17:22:19.776;0.913;-0.521
0,01;0,18;0,13;0;7713879;10073513;10105096;429181558;8303592;890146;2024-11-19 17:24:09.926;0.913;-0.520
0,00;0,06;0,08;0;7723472;10073604;10104356;431371835;8301549;895036;2024-11-19 17:25:22.667;0.913;-0.519
0,03;0,09;0,13;0;7738449;10073850;10092901;429985659;8256514;894598;2024-11-19 17:27:03.356;0.913;-0.518
0,04;0,07;0,14;0;7749721;10075785;10100292;433104922;8297647;894470;2024-11-19 17:29:10.943;0.913;-0.517
0,07;0,17;0,12;0;7732510;10074428;10102386;428285033;8317347;892447;2024-11-19 17:31:25.184;0.914;-0.516
0,03;0,10;0,14;1;7707371;10073055;10092770;438094619;8338657;893705;2024-11-19 17:33:09.412;0.914;-0.515
0,06;0,13;0,06;0;7740986;10074995;10085785;434944193;8296403;893957;2024-11-19 17:35:24.882;0.914;-0.514
0,05;0,10;0,08;0;7725283;10075400;10090397;430670005;8335461;900305;2024-11-19 17:37:11.521;0.914;-0.513
0,07;0,10;0,15;1;7734018;10075132;10106746;423436489;8292592;902179;2024-11-19 17:40:35.746;0.914;-0.512
0,04;0,08;0,12;1;7740518;10074016;10102331;430323917;8348384;901858;2024-11-19 17:41:14.688;0.915;-0.511
0,01;0,09;0,13;0;7719553;10075734;10098657;424139115;8370826;896902;2024-11-19 17:43:53.783;0.915;-0.510
0,06;0,01;0,15;0;7722069;10075352;10106134;437156406;8296558;896177;2024-11-19 17:46:38.545;0.915;-0.509
0,00;0,08;0,12;1;7724971;10073484;10102014;429023439;8308414;897586;2024-11-19 17:47:57.374;0.915;-0.508
0,00;0,09;0,10;3;7707138;10073577;10098147;441416865;8345505;896859;2024-11-19 17:50:55.430;0.915;-0.506
0,00;0,05;0,09;0;7730588;10073729;10098964;432681823;8317761;905573;2024-11-19 17:52:55.979;0.916;-0.505
0,00;0,10;0,13;1;7729194;10073640;10098620;424592764;8337857;904199;2024-11-19 17:54:55.989;0.916;-0.504
0,04;0,07;0,09;0;7736690;10075082;10105764;419140924;8410553;901590;2024-11-19 17:56:26.437;0.916;-0.503
0,07;0,06;0,10;0;7729828;10075955;10093459;434855203;8370485;900495;2024-11-19 17:58:46.409;0.916;-0.502
0,00;0,01;0,12;0;7721317;10074459;10104871;428156224;8357544;900091;2024-11-19 17:59:08.391;0.916;-0.501
0,00;0,07;0,09;0;7719875;10072774;10093531;420951522;8068172;851901;2024-11-19 18:01:51.475;0.917;-0.500
0,02;0,04;0,09;0;7725832;10075511;10099556;421053292;8069242;855274;2024-11-19 18:04:52.371;0.917;-0.499
0,00;0,05;0,09;0;7737951;10073815;10096279;421430709;8093360;861371;2024-11-19 18:04:55.706;0.917;-0.498
0,04;0,06;0,06;0;7714194;10073356;10089115;422548699;8087293;863470;2024-11-19 18:07:32.346;0.917;-0.497
0,00;0,08;0,09;0;7741553;10073891;10093516;417720917;8058667;856457;2024-11-19 18:09:22.661;0.917;-0.496
0,01;0,04;0,14;0;7709799;10073806;10091022;421331720;8119679;862482;2024-11-19 18:11:18.368;0.918;-0.495
0,00;0,07;0,13;0;7734884;10071992;10094902;413359465;8056864;858379;2024-11-19 18:13:10.584;0.918;-0.494
0,04;0,01;0,09;0;7712216;10072155;10099936;422561267;8128595;857079;2024-11-19 18:14:55.130;0.918;-0.492
0,02;0,10;0,12;0;7722623;10073182;10094553;420770484;8053912;860957;2024-11-19 18:17:43.347;0.918;-0.491
0,04;0,12;0,08;0;7732395;10072351;10089111;425934878;8076030;867639;2024-11-19 18:18:48.739;0.918;-0.490
0,06;0,05;0,11;0;7720722;10072832;10094463;421832647;8067334;868341;2024-11-19 18:22:00.612;0.919;-0.489
0,04;0,13;0,11;0;7713723;10072875;10093936;415766777;8072423;864023;2024-11-19 18:24:34.675;0.919;-0.488
0,00;0,11;0,10;3;7728265;10073039;10098803;419208291;8129916;862444;2024-11-19 18:24:48.463;0.919;-0.487
0,03;0,07;0,15;0;7712626;10074786;10094710;430176413;8078772;867993;2024-11-19 18:26:31.298;0.919;-0.486
0,10;0,11;0,11;3;7721738;10073147;10089294;418141965;8107509;863619;2024-11-19 18:29:39.854;0.919;-0.485
0,00;0,05;0,07;0;7720128;10075572;10089084;421582967;8137255;863333;2024-11-19 18:32:53.796;0.920;-0.484
0,00;0,05;0,10;0;7727061;10074436;10092071;423919994;8111515;870657;2024-11-19 18:34:10.716;0.920;-0.483
0,00;0,11;0,07;0;7739337;10072566;10094350;419653030;8169437;870124;2024-11-19 18:36:54.444;0.920;-0.480
0,00;0,02;0,10;0;7726287;10074475;10108062;423607621;8137298;871898;2024-11-19 18:36:55.666;0.920;-0.482
0,00;0,07;0,11;0;7723123;10073844;10100209;417879050;8106074;864879;2024-11-19 18:40:27.205;0.920;-0.479
0,00;0,10;0,09;3;7725513;10073306;10097396;439333425;8138927;873889;2024-11-19 18:41:05.432;0.921;-0.478
0,00;0,08;0,08;2;7729495;10074624;10100292;431213702;8138546;873739;2024-11-19 18:43:24.128;0.921;-0.477
0,00;0,11;0,12;0;7729432;10074239;10097307;430002535;8170850;870614;2024-11-19 18:44:30.983;0.921;-0.476
0,01;0,07;0,10;0;7737086;10074196;10095121;427404505;8203100;876066;2024-11-19 18:47:14.511;0.921;-0.475
0,00;0,11;0,10;0;7724076;10072494;10102941;425391745;8191215;875446;2024-11-19 18:49:01.523;0.921;-0.474
0,03;0,02;0,08;0;7739426;10074889;10092375;426848027;8181771;871907;2024-11-19 18:50:38.475;0.922;-0.473
0,03;0,04;0,16;0;7724298;10075081;10099349;433669843;8174759;873372;2024-11-19 18:54:36.574;0.922;-0.472
0,00;0,09;0,16;3;7730066;10073489;10099314;423054528;8146147;870570;2024-11-19 18:55:20.455;0.922;-0.471
0,08;0,10;0,12;0;7728344;10073937;10090321;424367412;8185008;874501;2024-11-19 18:57:18.842;0.922;-0.469
0,08;0,00;0,11;0;7727376;10073793;10092747;418302944;8210008;880374;2024-11-19 19:00:46.414;0.922;-0.468
0,00;0,09;0,11;2;7711082;10074616;10086329;423989338;8188126;881360;2024-11-19 19:01:00.986;0.923;-0.467
0,09;0,05;0,17;0;7738928;10074350;10096908;423900031;8230890;878619;2024-11-19 19:03:25.916;0.923;-0.466
0,00;0,06;0,10;0;7740806;10072585;10099441;432315306;8245043;876441;2024-11-19 19:05:00.700;0.923;-0.465
0,02;0,07;0,10;0;7720563;10076223;10101065;420182955;8214788;878239;2024-11-19 19:06:46.538;0.923;-0.464
0,00;0,17;0,14;1;7735213;10073486;10097393;419320371;8197263;884327;2024-11-19 19:08:50.348;0.923;-0.463
0,00;0,00;0,13;0;7722052;10072567;10099931;426277342;8176608;881197;2024-11-19 19:11:10.887;0.924;-0.462
0,00;0,03;0,13;0;7727996;10074273;10105338;426682104;8253691;879512;2024-11-19 19:14:44.503;0.924;-0.461
0,01;0,01;0,12;3;7715961;10072356;10092066;430168069;8214371;885592;2024-11-19 19:16:21.506;0.924;-0.460
0,00;0,10;0,16;0;7751879;10072753;10103466;424805150;8276207;885472;2024-11-19 19:17:59.204;0.924;-0.458
0,13;0,07;0,12;0;7734591;10072176;10093635;437063208;8200610;885915;2024-11-19 19:19:47.436;0.924;-0.457
0,00;0,10;0,15;0;7729329;10073525;10103433;421520481;8232282;884402;2024-11-19 19:21:44.410;0.925;-0.456
0,00;0,12;0,10;0;7730362;10075303;10102033;434434942;8195744;882660;2024-11-19 19:24:57.906;0.925;-0.455
0,00;0,11;0,13;0;7738331;10074718;10111668;426272080;8228139;884692;2024-11-19 19:25:11.897;0.925;-0.454
0,02;0,06;0,13;0;7722889;10075568;10092308;434630421;8278840;888054;2024-11-19 19:28:59.369;0.925;-0.453
0,00;0,07;0,12;1;7743801;10073611;10101326;436337533;8277799;889201;2024-11-19 19:29:14.393;0.925;-0.452
0,00;0,17;0,14;0;7733014;10072182;10097777;433357467;8301272;890717;2024-11-19 19:32:08.561;0.926;-0.451
0,00;0,09;0,12;0;7744622;10073628;10095368;431032467;8271178;884818;2024-11-19 19:34:30.097;0.926;-0.450
0,00;0,09;0,09;2;7722610;10072494;10104153;430136936;8221937;891891;2024-11-19 19:36:49.795;0.926;-0.448
0,07;0,03;0,10;0;7719704;10073655;10100116;429454013;8239260;891771;2024-11-19 19:37:30.663;0.926;-0.447
0,04;0,05;0,15;1;7713682;10073786;10094455;431186857;8256472;886063;2024-11-19 19:39:27.465;0.926;-0.446
0,07;0,09;0,12;1;7740582;10073072;10100166;430591671;8258960;892527;2024-11-19 19:42:03.096;0.927;-0.445
0,10;0,15;0,20;0;7725198;10074966;10102384;431527010;8286098;890541;2024-11-19 19:44:47.087;0.927;-0.444
0,00;0,02;0,15;0;7717134;10074745;10101162;429309236;8256125;895722;2024-11-19 19:45:43.569;0.927;-0.443
0,12;0,03;0,17;0;7731671;10071050;10106096;433969059;8272139;898135;2024-11-19 19:46:41.910;0.927;-0.442
0,07;0,02;0,15;1;7727563;10073625;10094132;433774952;8341520;898753;2024-11-19 19:49:10.811;0.927;-0.441
0,10;0,08;0,16;0;7725639;10074636;10098518;431293532;8327825;892963;2024-11-19 19:50:45.383;0.928;-0.439
0,04;0,13;0,12;3;7711758;10074294;10105313;427033975;8345528;891961;2024-11-19 19:54:07.748;0.928;-0.438
0,00;0,07;0,15;0;7742696;10073485;10108242;432061144;8310896;898232;2024-11-19 19:55:52.904;0.928;-0.437
0,03;0,11;0,21;0;7728503;10073126;10103634;434467717;8316705;891891;2024-11-19 19:56:54.731;0.928;-0.436
0,08;0,09;0,11;0;7743867;10074509;10107047;444742383;8294009;894353;2024-11-19 19:59:07.075;0.928;-0.435
0,00;0,07;0,12;0;7729464;10074320;10104925;426781587;8325977;894254;2024-11-19 20:01:00.374;0.929;-0.434
0,00;0,14;0,14;2;7729879;10073975;10101803;432402682;8345486;902278;2024-11-19 20:02:46.256;0.929;-0.433
0,00;0,03;0,18;0;7712445;10073292;10096790;427583179;8384194;901654;2024-11-19 20:06:48.824;0.929;-0.432
0,00;0,08;0,10;0;7718451;10074699;10097331;427188363;8318988;903532;2024-11-19 20:07:34.779;0.929;-0.431
0,00;0,14;0,10;2;7744325;10074583;10105455;435992818;8312287;899526;2024-11-19 20:09:47.108;0.929;-0.429
0,00;0,10;0,13;0;7733098;10073488;10088412;428740130;8362608;905379;2024-11-19 20:12:27.763;0.930;-0.428
0,02;0,14;0,13;0;7728068;10073964;10097641;423479830;8377805;903567;2024-11-19 20:13:15.895;0.930;-0.427
0,04;0,05;0,19;0;7731706;10074252;10092955;430182630;8341998;906125;2024-11-19 20:15:15.072;0.930;-0.426
0,02;0,06;0,16;1;7746822;10074699;10097425;434398822;8341232;904099;2024-11-19 20:17:46.883;0.930;-0.425
0,05;0,07;0,13;0;7726656;10072870;10105820;421363319;8409413;901144;2024-11-19 20:19:18.273;0.930;-0.424
0,00;0,14;0,13;0;7721604;10071833;10097905;438152098;8355892;904833;2024-11-19 20:21:34.193;0.931;-0.423
0,09;0,11;0,13;0;7744316;10075954;10104140;434076498;8366325;910806;2024-11-19 20:24:17.802;0.931;-0.421
0,08;0,15;0,13;0;7745170;10073717;10098980;437150600;8378410;911318;2024-11-19 20:26:41.880;0.931;-0.420
0,08;0,10;0,12;0;7726101;10074848;10094938;436201300;8366747;910906;2024-11-19 20:28:45.235;0.931;-0.419
0,00;0,04;0,07;0;7739765;10074478;10101426;433075612;8437593;905498;2024-11-19 20:29:54.507;0.931;-0.418
0,01;0,02;0,16;1;7726786;10073131;10108843;431215244;8401313;909394;2024-11-19 20:31:13.623;0.932;-0.417
0,11;0,10;0,16;0;7714359;10074318;10107692;430807966;8452498;912701;2024-11-19 20:34:42.751;0.932;-0.416
0,01;0,07;0,15;0;7731936;10071971;10101330;442025892;8448221;908852;2024-11-19 20:35:11.771;0.932;-0.415
0,06;0,11;0,10;0;7733907;10074122;10095585;430565265;8426873;910608;2024-11-19 20:37:13.858;0.932;-0.414
0,11;0,12;0,11;0;7707543;10074102;10102156;431693787;8388949;906948;2024-11-19 20:40:50.049;0.932;-0.412
0,00;0,05;0,14;0;7727017;10075270;10104008;434544675;8433560;912885;2024-11-19 20:40:50.457;0.933;-0.411
0,01;0,10;0,09;1;7732099;10073386;10098804;442539257;8409805;913250;2024-11-19 20:44:03.656;0.933;-0.410
0,03;0,09;0,14;0;7746923;10074054;10092983;428767004;8449336;909289;2024-11-19 20:45:03.114;0.933;-0.409
0,00;0,04;0,14;0;7739665;10073429;10108724;441225318;8413436;910496;2024-11-19 20:48:06.205;0.933;-0.408
0,02;0,04;0,18;2;7741155;10075280;10095380;444476524;8430875;913432;2024-11-19 20:49:48.691;0.933;-0.407
0,03;0,08;0,09;0;7721028;10075137;10104251;429800976;8432364;913246;2024-11-19 20:51:11.708;0.934;-0.406
0,06;0,05;0,13;3;7715263;10073801;10108424;436304931;8490072;914671;2024-11-19 20:53:25.478;0.934;-0.404
0,03;0,21;0,15;0;7726349;10073555;10102340;438011020;8483257;917659;2024-11-19 20:56:00.280;0.934;-0.403
0,00;0,09;0,13;0;7736328;10073897;10106009;430376324;8467608;914374;2024-11-19 20:58:28.452;0.934;-0.402
0,00;0,06;0,12;2;7727716;10076337;10098812;424185017;8463213;916139;2024-11-19 20:59:21.444;0.934;-0.401
0,00;0,06;0,12;0;7715415;10073707;10102462;437876889;8507653;919937;2024-11-19 21:01:05.365;0.935;-0.400
0,12;0,11;0,15;0;7727485;10074445;10102016;437317533;8448313;921764;2024-11-19 21:03:56.243;0.935;-0.399
0,00;0,13;0,18;2;7730887;10073528;10106697;429948520;8433038;924731;2024-11-19 21:06:22.056;0.935;-0.398
0,05;0,05;0,15;1;7742600;10074414;10104805;441712232;8436828;923410;2024-11-19 21:06:51.262;0.935;-0.396
0,08;0,12;0,11;0;7731481;10074254;10102485;439537613;8461082;920513;2024-11-19 21:10:45.992;0.935;-0.395
0,07;0,03;0,11;0;7724021;10074031;10103030;437867639;8471614;927237;2024-11-19 21:10:50.518;0.936;-0.394
0,08;0,10;0,17;0;7732894;10075040;10099487;434942152;8523268;926168;2024-11-19 21:14:27.378;0.936;-0.393
0,00;0,09;0,08;1;7714318;10073728;10098837;439442807;8462542;924078;2024-11-19 21:16:35.472;0.936;-0.392
0,00;0,08;0,11;1;7724898;10073294;10103510;438124872;8466935;928467;2024-11-19 21:17:20.101;0.936;-0.391
0,00;0,11;0,17;2;7733149;10072485;10096785;432910270;8540840;925722;2024-11-19 21:18:49.841;0.936;-0.390
0,08;0,14;0,10;0;7736260;10074603;10109484;443336295;8490837;929696;2024-11-19 21:22:44.121;0.937;-0.388
0,04;0,07;0,11;0;7735407;10074807;10105153;438146687;8546825;926345;2024-11-19 21:23:01.206;0.937;-0.387
0,02;0,05;0,09;0;7737826;10075168;10104928;440671609;8503531;924607;2024-11-19 21:26:10.553;0.937;-0.386
0,03;0,12;0,07;1;7730907;10074938;10101322;432049169;8539437;925807;2024-11-19 21:26:43.966;0.937;-0.385
0,09;0,09;0,16;3;7724418;10073524;10101320;437433260;8514307;928989;2024-11-19 21:29:32.271;0.937;-0.384
0,11;0,09;0,16;0;7734005;10074670;10112837;428971202;8528093;929673;2024-11-19 21:32:12.497;0.938;-0.383
0,02;0,12;0,17;0;7737506;10073156;10109453;447076951;8574329;933150;2024-11-19 21:33:19.990;0.938;-0.382
0,05;0,06;0,16;0;7719087;10072952;10113278;433614663;8587276;934659;2024-11-19 21:36:21.399;0.938;-0.380
0,02;0,12;0,16;0;7727307;10075188;10108536;441479559;8595236;930177;2024-11-19 21:38:32.256;0.938;-0.379
0,00;0,09;0,22;1;7750807;10074253;10105102;439208452;8584395;933518;2024-11-19 21:38:51.822;0.938;-0.378
0,10;0,07;0,14;0;7735841;10075623;10102285;433175887;8564056;931379;2024-11-19 21:42:58.023;0.938;-0.377
0,03;0,01;0,20;0;7735014;10075413;10110142;445185672;8588986;934475;2024-11-19 21:44:05.638;0.939;-0.376
0,00;0,12;0,17;0;7743554;10075616;10103463;432250459;8535609;937126;2024-11-19 21:46:33.102;0.939;-0.375
0,05;0,12;0,09;0;7729184;10074218;10115147;445872587;8533800;934522;2024-11-19 21:47:51.772;0.939;-0.373
0,00;0,10;0,16;0;7727082;10073829;10108083;440170118;8537085;932865;2024-11-19 21:49:27.530;0.939;-0.372
0,02;0,09;0,15;0;7733014;10072258;10100476;431520923;8534798;933304;2024-11-19 21:52:57.435;0.939;-0.371
0,06;0,16;0,14;3;7745319;10074085;10100557;430737300;8610599;941506;2024-11-19 21:54:21.745;0.940;-0.370
0,09;0,12;0,17;0;7747554;10074682;10108558;437252552;8547101;939442;2024-11-19 21:55:57.704;0.940;-0.369
0,01;0,03;0,14;0;7728959;10073373;10098336;438540176;8572054;938628;2024-11-19 21:56:36.140;0.940;-0.368
0,08;0,07;0,10;1;7736150;10073541;10107520;434514158;8588718;937411;2024-11-19 21:59:41.935;0.940;-0.367
0,00;0,10;0,13;0;7726540;10072364;10104428;438366885;8565172;939993;2024-11-19 22:01:15.539;0.940;-0.365
0,03;0,08;0,15;0;7733981;10072739;10102604;442899244;8594570;940666;2024-11-19 22:02:47.504;0.941;-0.364
0,02;0,00;0,11;0;7732749;10073362;10110490;437844632;8648726;938234;2024-11-19 22:05:43.235;0.941;-0.363
0,00;0,06;0,18;0;7739834;10075141;10109759;435458690;8640537;942718;2024-11-19 22:07:41.635;0.941;-0.362
0,04;0,13;0,08;0;7718518;10075042;10107183;449941326;8596297;944629;2024-11-19 22:10:18.129;0.941;-0.361
0,00;0,08;0,14;1;7714476;10076364;10106374;435950452;8673127;942798;2024-11-19 22:12:48.238;0.941;-0.360
0,05;0,16;0,14;0;7732767;10073380;10097777;438571951;8601913;943819;2024-11-19 22:12:58.755;0.942;-0.358
0,01;0,13;0,10;0;7725539;10073903;10113010;444101580;8685078;951438;2024-11-19 22:15:59.424;0.942;-0.357
0,03;0,13;0,14;0;7734088;10076132;10096864;442022734;8612328;946459;2024-11-19 22:17:17.607;0.942;-0.356
0,11;0,09;0,16;2;7739993;10074638;10102229;435399579;8634696;946582;2024-11-19 22:20:16.362;0.942;-0.355
0,06;0,06;0,13;0;7740455;10073364;10097945;440309208;8659050;946178;2024-11-19 22:21:58.331;0.942;-0.354
0,00;0,13;0,15;0;7730783;10074389;10104313;440315474;8649995;946267;2024-11-19 22:24:42.689;0.943;-0.353
0,10;0,06;0,12;0;7763343;10073025;10110616;436889808;8649956;949153;2024-11-19 22:26:15.210;0.943;-0.351
0,06;0,04;0,12;1;7730830;10074259;10109520;442677965;8708162;954792;2024-11-19 22:27:45.395;0.943;-0.350
0,06;0,11;0,18;2;7734457;10072415;10109106;446792164;8676292;949981;2024-11-19 22:28:52.457;0.943;-0.349
